,dbscan_count,dbscan_noise,dbscan_silouette_score,image_name,eps,min_samples,dbscan_BIC_score
0,14,349,-0.6704158622454514,ESCH01-1_13.jpg,0.01,3,
1,0,395,,ESCH01-1_13.jpg,0.01,5,
2,0,395,,ESCH01-1_13.jpg,0.01,8,
3,0,395,,ESCH01-1_13.jpg,0.01,10,
4,26,68,0.44697694221196044,ESCH01-1_13.jpg,0.05,3,
5,20,100,0.38925507108845414,ESCH01-1_13.jpg,0.05,5,
6,17,155,0.19239397626560834,ESCH01-1_13.jpg,0.05,8,
7,13,202,0.006141460597530895,ESCH01-1_13.jpg,0.05,10,
8,15,15,0.5716736742912335,ESCH01-1_13.jpg,0.1,3,
9,16,24,0.5663831856900979,ESCH01-1_13.jpg,0.1,5,
10,18,28,0.6163522683573528,ESCH01-1_13.jpg,0.1,8,
11,17,39,0.5684104017223403,ESCH01-1_13.jpg,0.1,10,
12,9,7,0.48738411321843866,ESCH01-1_13.jpg,0.2,3,
13,9,9,0.4839769815535146,ESCH01-1_13.jpg,0.2,5,
14,9,10,0.48104222297030413,ESCH01-1_13.jpg,0.2,8,
15,9,10,0.48104222297030413,ESCH01-1_13.jpg,0.2,10,
16,6,6,0.4303192460956797,ESCH01-1_13.jpg,0.3,3,
17,7,6,0.44370673510552394,ESCH01-1_13.jpg,0.3,5,
18,7,8,0.44109418918577875,ESCH01-1_13.jpg,0.3,8,
19,7,8,0.44109418918577875,ESCH01-1_13.jpg,0.3,10,
20,5,5,0.3603279553133261,ESCH01-1_13.jpg,0.4,3,
21,5,5,0.3603279553133261,ESCH01-1_13.jpg,0.4,5,
22,5,5,0.3603279553133261,ESCH01-1_13.jpg,0.4,8,
23,6,5,0.4318597873002517,ESCH01-1_13.jpg,0.4,10,
24,5,5,0.3603279553133261,ESCH01-1_13.jpg,0.5,3,
25,5,5,0.3603279553133261,ESCH01-1_13.jpg,0.5,5,
26,5,5,0.3603279553133261,ESCH01-1_13.jpg,0.5,8,
27,5,5,0.3603279553133261,ESCH01-1_13.jpg,0.5,10,
0,8,88,-0.4457799956389601,ESCH01-1_19.jpg,0.01,3,
1,0,115,,ESCH01-1_19.jpg,0.01,5,
2,0,115,,ESCH01-1_19.jpg,0.01,8,
3,0,115,,ESCH01-1_19.jpg,0.01,10,
4,9,12,0.7169354917559645,ESCH01-1_19.jpg,0.05,3,
5,8,16,0.6635116977080224,ESCH01-1_19.jpg,0.05,5,
6,8,21,0.5961267950636808,ESCH01-1_19.jpg,0.05,8,
7,4,65,-0.0037246391847589244,ESCH01-1_19.jpg,0.05,10,
8,7,9,0.702956918634224,ESCH01-1_19.jpg,0.1,3,
9,7,9,0.702956918634224,ESCH01-1_19.jpg,0.1,5,
10,7,9,0.702956918634224,ESCH01-1_19.jpg,0.1,8,
11,6,27,0.4802883551170587,ESCH01-1_19.jpg,0.1,10,
12,7,9,0.702956918634224,ESCH01-1_19.jpg,0.2,3,
13,7,9,0.702956918634224,ESCH01-1_19.jpg,0.2,5,
14,7,9,0.702956918634224,ESCH01-1_19.jpg,0.2,8,
15,5,27,0.4362586579311423,ESCH01-1_19.jpg,0.2,10,
16,5,8,0.6864065021286266,ESCH01-1_19.jpg,0.3,3,
17,5,8,0.6864065021286266,ESCH01-1_19.jpg,0.3,5,
18,5,8,0.6864065021286266,ESCH01-1_19.jpg,0.3,8,
19,4,17,0.5610613506009176,ESCH01-1_19.jpg,0.3,10,
20,4,8,0.5924735168010788,ESCH01-1_19.jpg,0.4,3,
21,4,8,0.5924735168010788,ESCH01-1_19.jpg,0.4,5,
22,4,8,0.5924735168010788,ESCH01-1_19.jpg,0.4,8,
23,3,17,0.46670568631980397,ESCH01-1_19.jpg,0.4,10,
24,5,4,0.6188294123312209,ESCH01-1_19.jpg,0.5,3,
25,4,7,0.6027628562119766,ESCH01-1_19.jpg,0.5,5,
26,4,7,0.6027628562119766,ESCH01-1_19.jpg,0.5,8,
27,3,16,0.47767889139443626,ESCH01-1_19.jpg,0.5,10,
0,11,126,-0.5045917573025617,ESCH01-1_21.jpg,0.01,3,
1,0,167,,ESCH01-1_21.jpg,0.01,5,
2,0,167,,ESCH01-1_21.jpg,0.01,8,
3,0,167,,ESCH01-1_21.jpg,0.01,10,
4,10,16,0.7250895610151205,ESCH01-1_21.jpg,0.05,3,
5,9,21,0.687494068349572,ESCH01-1_21.jpg,0.05,5,
6,8,31,0.594809888499598,ESCH01-1_21.jpg,0.05,8,
7,7,42,0.4924494630087028,ESCH01-1_21.jpg,0.05,10,
8,10,11,0.7736036879139052,ESCH01-1_21.jpg,0.1,3,
9,9,15,0.7417720280413902,ESCH01-1_21.jpg,0.1,5,
10,9,15,0.7417720280413902,ESCH01-1_21.jpg,0.1,8,
11,7,33,0.587484357148324,ESCH01-1_21.jpg,0.1,10,
12,10,9,0.7910434400893409,ESCH01-1_21.jpg,0.2,3,
13,9,13,0.7582899766119242,ESCH01-1_21.jpg,0.2,5,
14,9,13,0.7582899766119242,ESCH01-1_21.jpg,0.2,8,
15,8,21,0.6878932290673258,ESCH01-1_21.jpg,0.2,10,
16,7,4,0.8467745990796376,ESCH01-1_21.jpg,0.3,3,
17,7,5,0.8271627820206637,ESCH01-1_21.jpg,0.3,5,
18,6,10,0.790251918643839,ESCH01-1_21.jpg,0.3,8,
19,6,10,0.790251918643839,ESCH01-1_21.jpg,0.3,10,
20,8,1,0.8612004964425515,ESCH01-1_21.jpg,0.4,3,
21,7,4,0.8467745990796376,ESCH01-1_21.jpg,0.4,5,
22,6,10,0.790251918643839,ESCH01-1_21.jpg,0.4,8,
23,6,10,0.790251918643839,ESCH01-1_21.jpg,0.4,10,
24,7,1,0.7961459202785756,ESCH01-1_21.jpg,0.5,3,
25,6,4,0.7971981294151669,ESCH01-1_21.jpg,0.5,5,
26,5,10,0.7469274552863815,ESCH01-1_21.jpg,0.5,8,
27,5,10,0.7469274552863815,ESCH01-1_21.jpg,0.5,10,
0,6,76,-0.5058040857036922,ESCH01-1_22.jpg,0.01,3,
1,2,95,-0.42270445173043103,ESCH01-1_22.jpg,0.01,5,
2,0,105,,ESCH01-1_22.jpg,0.01,8,
3,0,105,,ESCH01-1_22.jpg,0.01,10,
4,4,10,0.7898431979480325,ESCH01-1_22.jpg,0.05,3,
5,5,12,0.6734838806777641,ESCH01-1_22.jpg,0.05,5,
6,4,23,0.56393681303568,ESCH01-1_22.jpg,0.05,8,
7,4,24,0.545973116297582,ESCH01-1_22.jpg,0.05,10,
8,5,2,0.8892381509890015,ESCH01-1_22.jpg,0.1,3,
9,4,5,0.8766422887031871,ESCH01-1_22.jpg,0.1,5,
10,4,5,0.8766422887031871,ESCH01-1_22.jpg,0.1,8,
11,4,5,0.8766422887031871,ESCH01-1_22.jpg,0.1,10,
12,5,1,0.9098912235085106,ESCH01-1_22.jpg,0.2,3,
13,4,4,0.8917132828487954,ESCH01-1_22.jpg,0.2,5,
14,4,4,0.8917132828487954,ESCH01-1_22.jpg,0.2,8,
15,4,4,0.8917132828487954,ESCH01-1_22.jpg,0.2,10,
16,5,1,0.9098912235085106,ESCH01-1_22.jpg,0.3,3,
17,4,4,0.8917132828487954,ESCH01-1_22.jpg,0.3,5,
18,4,4,0.8917132828487954,ESCH01-1_22.jpg,0.3,8,
19,4,4,0.8917132828487954,ESCH01-1_22.jpg,0.3,10,
20,4,1,0.931679789060621,ESCH01-1_22.jpg,0.4,3,
21,4,1,0.931679789060621,ESCH01-1_22.jpg,0.4,5,
22,4,1,0.931679789060621,ESCH01-1_22.jpg,0.4,8,
23,4,1,0.931679789060621,ESCH01-1_22.jpg,0.4,10,
24,4,1,0.931679789060621,ESCH01-1_22.jpg,0.5,3,
25,4,1,0.931679789060621,ESCH01-1_22.jpg,0.5,5,
26,4,1,0.931679789060621,ESCH01-1_22.jpg,0.5,8,
27,4,1,0.931679789060621,ESCH01-1_22.jpg,0.5,10,
0,1,54,,ESCH01-1_23.jpg,0.01,3,
1,0,57,,ESCH01-1_23.jpg,0.01,5,
2,0,57,,ESCH01-1_23.jpg,0.01,8,
3,0,57,,ESCH01-1_23.jpg,0.01,10,
4,3,17,0.2505369856198871,ESCH01-1_23.jpg,0.05,3,
5,2,21,0.28293759607502483,ESCH01-1_23.jpg,0.05,5,
6,2,37,-0.2381599912790213,ESCH01-1_23.jpg,0.05,8,
7,0,57,,ESCH01-1_23.jpg,0.05,10,
8,2,2,0.8298616990009787,ESCH01-1_23.jpg,0.1,3,
9,2,3,0.8303076911410219,ESCH01-1_23.jpg,0.1,5,
10,2,6,0.7392466014447241,ESCH01-1_23.jpg,0.1,8,
11,2,9,0.6498952109775622,ESCH01-1_23.jpg,0.1,10,
12,2,1,0.874490533613259,ESCH01-1_23.jpg,0.2,3,
13,2,1,0.874490533613259,ESCH01-1_23.jpg,0.2,5,
14,2,1,0.874490533613259,ESCH01-1_23.jpg,0.2,8,
15,2,1,0.874490533613259,ESCH01-1_23.jpg,0.2,10,
16,2,1,0.874490533613259,ESCH01-1_23.jpg,0.3,3,
17,2,1,0.874490533613259,ESCH01-1_23.jpg,0.3,5,
18,2,1,0.874490533613259,ESCH01-1_23.jpg,0.3,8,
19,2,1,0.874490533613259,ESCH01-1_23.jpg,0.3,10,
20,2,1,0.874490533613259,ESCH01-1_23.jpg,0.4,3,
21,2,1,0.874490533613259,ESCH01-1_23.jpg,0.4,5,
22,2,1,0.874490533613259,ESCH01-1_23.jpg,0.4,8,
23,2,1,0.874490533613259,ESCH01-1_23.jpg,0.4,10,
24,2,1,0.874490533613259,ESCH01-1_23.jpg,0.5,3,
25,2,1,0.874490533613259,ESCH01-1_23.jpg,0.5,5,
26,2,1,0.874490533613259,ESCH01-1_23.jpg,0.5,8,
27,2,1,0.874490533613259,ESCH01-1_23.jpg,0.5,10,
0,0,51,,ESCH01-2_118.jpg,0.01,3,
1,0,51,,ESCH01-2_118.jpg,0.01,5,
2,0,51,,ESCH01-2_118.jpg,0.01,8,
3,0,51,,ESCH01-2_118.jpg,0.01,10,
4,3,17,0.45845686603543934,ESCH01-2_118.jpg,0.05,3,
5,3,17,0.45845686603543934,ESCH01-2_118.jpg,0.05,5,
6,2,22,0.30223261143209834,ESCH01-2_118.jpg,0.05,8,
7,1,32,,ESCH01-2_118.jpg,0.05,10,
8,3,14,0.5700702246731291,ESCH01-2_118.jpg,0.1,3,
9,3,14,0.5700702246731291,ESCH01-2_118.jpg,0.1,5,
10,2,20,0.37681210413171484,ESCH01-2_118.jpg,0.1,8,
11,2,20,0.37681210413171484,ESCH01-2_118.jpg,0.1,10,
12,4,8,0.7286018817507554,ESCH01-2_118.jpg,0.2,3,
13,3,11,0.6713773947530066,ESCH01-2_118.jpg,0.2,5,
14,2,16,0.5197166728786837,ESCH01-2_118.jpg,0.2,8,
15,2,16,0.5197166728786837,ESCH01-2_118.jpg,0.2,10,
16,4,7,0.7470911242799502,ESCH01-2_118.jpg,0.3,3,
17,3,10,0.698241573826165,ESCH01-2_118.jpg,0.3,5,
18,2,15,0.5525146465227585,ESCH01-2_118.jpg,0.3,8,
19,2,15,0.5525146465227585,ESCH01-2_118.jpg,0.3,10,
20,4,7,0.7470911242799502,ESCH01-2_118.jpg,0.4,3,
21,3,10,0.698241573826165,ESCH01-2_118.jpg,0.4,5,
22,2,15,0.5525146465227585,ESCH01-2_118.jpg,0.4,8,
23,2,15,0.5525146465227585,ESCH01-2_118.jpg,0.4,10,
24,4,7,0.7470911242799502,ESCH01-2_118.jpg,0.5,3,
25,3,10,0.698241573826165,ESCH01-2_118.jpg,0.5,5,
26,2,15,0.5525146465227585,ESCH01-2_118.jpg,0.5,8,
27,2,15,0.5525146465227585,ESCH01-2_118.jpg,0.5,10,
0,4,58,-0.47053041043188426,ESCH01-2_123.jpg,0.01,3,
1,0,76,,ESCH01-2_123.jpg,0.01,5,
2,0,76,,ESCH01-2_123.jpg,0.01,8,
3,0,76,,ESCH01-2_123.jpg,0.01,10,
4,3,10,0.7073241633336346,ESCH01-2_123.jpg,0.05,3,
5,3,11,0.6802468826149485,ESCH01-2_123.jpg,0.05,5,
6,3,12,0.6540083211210321,ESCH01-2_123.jpg,0.05,8,
7,3,12,0.6540083211210321,ESCH01-2_123.jpg,0.05,10,
8,3,8,0.7443840899375314,ESCH01-2_123.jpg,0.1,3,
9,3,8,0.7443840899375314,ESCH01-2_123.jpg,0.1,5,
10,3,8,0.7443840899375314,ESCH01-2_123.jpg,0.1,8,
11,3,8,0.7443840899375314,ESCH01-2_123.jpg,0.1,10,
12,3,4,0.8239008301062751,ESCH01-2_123.jpg,0.2,3,
13,3,4,0.8239008301062751,ESCH01-2_123.jpg,0.2,5,
14,3,4,0.8239008301062751,ESCH01-2_123.jpg,0.2,8,
15,3,4,0.8239008301062751,ESCH01-2_123.jpg,0.2,10,
16,2,4,0.8880069618072743,ESCH01-2_123.jpg,0.3,3,
17,2,4,0.8880069618072743,ESCH01-2_123.jpg,0.3,5,
18,2,4,0.8880069618072743,ESCH01-2_123.jpg,0.3,8,
19,2,4,0.8880069618072743,ESCH01-2_123.jpg,0.3,10,
20,2,4,0.8880069618072743,ESCH01-2_123.jpg,0.4,3,
21,2,4,0.8880069618072743,ESCH01-2_123.jpg,0.4,5,
22,2,4,0.8880069618072743,ESCH01-2_123.jpg,0.4,8,
23,2,4,0.8880069618072743,ESCH01-2_123.jpg,0.4,10,
24,2,4,0.8880069618072743,ESCH01-2_123.jpg,0.5,3,
25,2,4,0.8880069618072743,ESCH01-2_123.jpg,0.5,5,
26,2,4,0.8880069618072743,ESCH01-2_123.jpg,0.5,8,
27,2,4,0.8880069618072743,ESCH01-2_123.jpg,0.5,10,
0,8,195,-0.5414837658656746,ESCH01-2_244.jpg,0.01,3,
1,0,228,,ESCH01-2_244.jpg,0.01,5,
2,0,228,,ESCH01-2_244.jpg,0.01,8,
3,0,228,,ESCH01-2_244.jpg,0.01,10,
4,24,41,0.49630698953779184,ESCH01-2_244.jpg,0.05,3,
5,18,64,0.36513201837112946,ESCH01-2_244.jpg,0.05,5,
6,9,125,-0.0024489263003700393,ESCH01-2_244.jpg,0.05,8,
7,7,143,-0.08020795638959147,ESCH01-2_244.jpg,0.05,10,
8,17,23,0.6285869037916911,ESCH01-2_244.jpg,0.1,3,
9,16,27,0.6117580882918969,ESCH01-2_244.jpg,0.1,5,
10,15,43,0.5079252198382899,ESCH01-2_244.jpg,0.1,8,
11,9,95,0.21529452290328796,ESCH01-2_244.jpg,0.1,10,
12,14,10,0.6785288442169871,ESCH01-2_244.jpg,0.2,3,
13,12,17,0.6599242184266951,ESCH01-2_244.jpg,0.2,5,
14,12,19,0.6540014275463375,ESCH01-2_244.jpg,0.2,8,
15,9,44,0.4998088292418692,ESCH01-2_244.jpg,0.2,10,
16,9,8,0.5289117211564355,ESCH01-2_244.jpg,0.3,3,
17,8,14,0.5390774748457202,ESCH01-2_244.jpg,0.3,5,
18,8,14,0.5390774748457202,ESCH01-2_244.jpg,0.3,8,
19,7,28,0.48449049868198385,ESCH01-2_244.jpg,0.3,10,
20,6,4,0.655938342098824,ESCH01-2_244.jpg,0.4,3,
21,5,7,0.6498719760296827,ESCH01-2_244.jpg,0.4,5,
22,5,8,0.6473786012039118,ESCH01-2_244.jpg,0.4,8,
23,5,15,0.6196656372002447,ESCH01-2_244.jpg,0.4,10,
24,6,4,0.655938342098824,ESCH01-2_244.jpg,0.5,3,
25,5,7,0.6498719760296827,ESCH01-2_244.jpg,0.5,5,
26,5,7,0.6498719760296827,ESCH01-2_244.jpg,0.5,8,
27,5,7,0.6498719760296827,ESCH01-2_244.jpg,0.5,10,
0,4,49,-0.2591577009551416,ESCH01-2_308.jpg,0.01,3,
1,1,59,,ESCH01-2_308.jpg,0.01,5,
2,0,64,,ESCH01-2_308.jpg,0.01,8,
3,0,64,,ESCH01-2_308.jpg,0.01,10,
4,5,25,0.3578737487286142,ESCH01-2_308.jpg,0.05,3,
5,5,25,0.3578737487286142,ESCH01-2_308.jpg,0.05,5,
6,3,38,0.14238935805226408,ESCH01-2_308.jpg,0.05,8,
7,0,64,,ESCH01-2_308.jpg,0.05,10,
8,6,21,0.44746793792778894,ESCH01-2_308.jpg,0.1,3,
9,5,24,0.38951943955309604,ESCH01-2_308.jpg,0.1,5,
10,4,30,0.26117482787642055,ESCH01-2_308.jpg,0.1,8,
11,0,64,,ESCH01-2_308.jpg,0.1,10,
12,7,17,0.5379924060605241,ESCH01-2_308.jpg,0.2,3,
13,5,24,0.38951943955309604,ESCH01-2_308.jpg,0.2,5,
14,4,30,0.26117482787642055,ESCH01-2_308.jpg,0.2,8,
15,0,64,,ESCH01-2_308.jpg,0.2,10,
16,8,13,0.5979058419846036,ESCH01-2_308.jpg,0.3,3,
17,5,23,0.4014179550290603,ESCH01-2_308.jpg,0.3,5,
18,4,29,0.28541596962713905,ESCH01-2_308.jpg,0.3,8,
19,0,64,,ESCH01-2_308.jpg,0.3,10,
20,8,10,0.6478625989300425,ESCH01-2_308.jpg,0.4,3,
21,4,23,0.4100220825939347,ESCH01-2_308.jpg,0.4,5,
22,4,23,0.4100220825939347,ESCH01-2_308.jpg,0.4,8,
23,1,49,,ESCH01-2_308.jpg,0.4,10,
24,6,10,0.5665814656681393,ESCH01-2_308.jpg,0.5,3,
25,3,20,0.45524136218637423,ESCH01-2_308.jpg,0.5,5,
26,3,20,0.45524136218637423,ESCH01-2_308.jpg,0.5,8,
27,2,28,0.36718996707292045,ESCH01-2_308.jpg,0.5,10,
0,8,187,-0.3977607698885737,ESCH01-2_340.jpg,0.01,3,
1,0,214,,ESCH01-2_340.jpg,0.01,5,
2,0,214,,ESCH01-2_340.jpg,0.01,8,
3,0,214,,ESCH01-2_340.jpg,0.01,10,
4,16,63,0.3146186190420275,ESCH01-2_340.jpg,0.05,3,
5,11,83,0.22303487478587333,ESCH01-2_340.jpg,0.05,5,
6,6,117,0.07213766973187283,ESCH01-2_340.jpg,0.05,8,
7,5,128,0.02643097557640397,ESCH01-2_340.jpg,0.05,10,
8,17,25,0.5807058293161209,ESCH01-2_340.jpg,0.1,3,
9,11,52,0.4334782423657099,ESCH01-2_340.jpg,0.1,5,
10,7,83,0.29918221286535845,ESCH01-2_340.jpg,0.1,8,
11,6,95,0.23294532790387615,ESCH01-2_340.jpg,0.1,10,
12,14,17,0.6592552310794577,ESCH01-2_340.jpg,0.2,3,
13,11,28,0.5829243561499962,ESCH01-2_340.jpg,0.2,5,
14,9,41,0.5081606331251837,ESCH01-2_340.jpg,0.2,8,
15,9,43,0.4955346944138941,ESCH01-2_340.jpg,0.2,10,
16,13,15,0.6569784953301007,ESCH01-2_340.jpg,0.3,3,
17,10,27,0.583813971774625,ESCH01-2_340.jpg,0.3,5,
18,9,33,0.5474265959868213,ESCH01-2_340.jpg,0.3,8,
19,9,34,0.5481178991935097,ESCH01-2_340.jpg,0.3,10,
20,10,7,0.6079714814156016,ESCH01-2_340.jpg,0.4,3,
21,9,10,0.5837623363707448,ESCH01-2_340.jpg,0.4,5,
22,7,20,0.5683678312753362,ESCH01-2_340.jpg,0.4,8,
23,8,21,0.5777567118223407,ESCH01-2_340.jpg,0.4,10,
24,7,0,0.4468281355943028,ESCH01-2_340.jpg,0.5,3,
25,6,4,0.4468281355943028,ESCH01-2_340.jpg,0.5,5,
26,4,14,0.43556813320041604,ESCH01-2_340.jpg,0.5,8,
27,4,14,0.43556813320041604,ESCH01-2_340.jpg,0.5,10,
0,11,173,-0.4840973490595115,ESCH01-2_99.jpg,0.01,3,
1,2,206,-0.22222777324648996,ESCH01-2_99.jpg,0.01,5,
2,0,216,,ESCH01-2_99.jpg,0.01,8,
3,0,216,,ESCH01-2_99.jpg,0.01,10,
4,11,32,0.570772974912159,ESCH01-2_99.jpg,0.05,3,
5,11,35,0.5564675381630801,ESCH01-2_99.jpg,0.05,5,
6,9,56,0.42174646552288764,ESCH01-2_99.jpg,0.05,8,
7,7,76,0.39116187506424266,ESCH01-2_99.jpg,0.05,10,
8,10,23,0.5800763833855622,ESCH01-2_99.jpg,0.1,3,
9,9,26,0.568808221945887,ESCH01-2_99.jpg,0.1,5,
10,7,37,0.5353882584423293,ESCH01-2_99.jpg,0.1,8,
11,7,38,0.5270560637037279,ESCH01-2_99.jpg,0.1,10,
12,8,15,0.6026730513006158,ESCH01-2_99.jpg,0.2,3,
13,6,21,0.5752866843447859,ESCH01-2_99.jpg,0.2,5,
14,5,27,0.5546653033329901,ESCH01-2_99.jpg,0.2,8,
15,5,27,0.5546653033329901,ESCH01-2_99.jpg,0.2,10,
16,7,11,0.6480376899532212,ESCH01-2_99.jpg,0.3,3,
17,4,21,0.6181026138259272,ESCH01-2_99.jpg,0.3,5,
18,4,21,0.6181026138259272,ESCH01-2_99.jpg,0.3,8,
19,4,21,0.6181026138259272,ESCH01-2_99.jpg,0.3,10,
20,5,9,0.6789950025514842,ESCH01-2_99.jpg,0.4,3,
21,5,9,0.6789950025514842,ESCH01-2_99.jpg,0.4,5,
22,4,20,0.6238568656247007,ESCH01-2_99.jpg,0.4,8,
23,4,20,0.6238568656247007,ESCH01-2_99.jpg,0.4,10,
24,5,8,0.6845333494439274,ESCH01-2_99.jpg,0.5,3,
25,5,8,0.6845333494439274,ESCH01-2_99.jpg,0.5,5,
26,4,15,0.6528579023714708,ESCH01-2_99.jpg,0.5,8,
27,4,15,0.6528579023714708,ESCH01-2_99.jpg,0.5,10,
0,1,15,,ESCH01-3_187.jpg,0.01,3,
1,0,18,,ESCH01-3_187.jpg,0.01,5,
2,0,18,,ESCH01-3_187.jpg,0.01,8,
3,0,18,,ESCH01-3_187.jpg,0.01,10,
4,3,8,0.02981293719653528,ESCH01-3_187.jpg,0.05,3,
5,0,18,,ESCH01-3_187.jpg,0.05,5,
6,0,18,,ESCH01-3_187.jpg,0.05,8,
7,0,18,,ESCH01-3_187.jpg,0.05,10,
8,1,5,,ESCH01-3_187.jpg,0.1,3,
9,1,5,,ESCH01-3_187.jpg,0.1,5,
10,1,8,,ESCH01-3_187.jpg,0.1,8,
11,0,18,,ESCH01-3_187.jpg,0.1,10,
12,2,2,0.7692069413748143,ESCH01-3_187.jpg,0.2,3,
13,1,5,,ESCH01-3_187.jpg,0.2,5,
14,1,5,,ESCH01-3_187.jpg,0.2,8,
15,1,5,,ESCH01-3_187.jpg,0.2,10,
16,2,2,0.7692069413748143,ESCH01-3_187.jpg,0.3,3,
17,1,5,,ESCH01-3_187.jpg,0.3,5,
18,1,5,,ESCH01-3_187.jpg,0.3,8,
19,1,5,,ESCH01-3_187.jpg,0.3,10,
20,2,2,0.7692069413748143,ESCH01-3_187.jpg,0.4,3,
21,1,5,,ESCH01-3_187.jpg,0.4,5,
22,1,5,,ESCH01-3_187.jpg,0.4,8,
23,1,5,,ESCH01-3_187.jpg,0.4,10,
24,2,2,0.7692069413748143,ESCH01-3_187.jpg,0.5,3,
25,1,5,,ESCH01-3_187.jpg,0.5,5,
26,1,5,,ESCH01-3_187.jpg,0.5,8,
27,1,5,,ESCH01-3_187.jpg,0.5,10,
0,0,66,,ESCH01-3_291.jpg,0.01,3,
1,0,66,,ESCH01-3_291.jpg,0.01,5,
2,0,66,,ESCH01-3_291.jpg,0.01,8,
3,0,66,,ESCH01-3_291.jpg,0.01,10,
4,5,28,-0.03983637145932428,ESCH01-3_291.jpg,0.05,3,
5,4,35,-0.1165559670875554,ESCH01-3_291.jpg,0.05,5,
6,1,58,,ESCH01-3_291.jpg,0.05,8,
7,0,66,,ESCH01-3_291.jpg,0.05,10,
8,3,13,0.5794087271050238,ESCH01-3_291.jpg,0.1,3,
9,3,19,0.43971808890398445,ESCH01-3_291.jpg,0.1,5,
